,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine,toilets:wheelchair,subway,tram,bus,railway,public_transport,PublicTraffic,What
119,48.147896,11.5569774,Stiglmaierplatz,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
11153,48.1448171,11.559801,Storia,limited,,Restaurant,Su-Sa 11:00-01:00,,,,Italian,no,,,,,,,Restaurant
1885,48.1322212,11.5361165,Stragula Realwirtschaft,yes,,Restaurant,"Mo-Fr 11:30-14:30,17:00-01:00, Sa 17:00-01:00",,,http://www.stragula.org,Regional,no,,,,,,,Restaurant
12755,48.0857404,11.5581332,Strahlentherapie Harlaching,yes,,Doctors,Mo-Fr 08:00-16:00,,,https://www.die-strahlen-therapie.de/,,,,,,,,,Doctors
3225,48.1494665,11.5671026,StuCafé Audimax,yes,,Fast Food,"Mo-Th 09:00-16:00, Fr 09:00-15:00",,,,,,,,,,,,Fast Food
12398,48.1566431,11.5819859,StuCafé in der Mensa Leopoldstraße,yes,,Fast Food,"Mo-Th 09:00-15:00 ""vorlesungsfreie Zeit"", Fr 09:00-14:30 ""vorlesungsfreie Zeit""",,,https://www.studentenwerk-muenchen.de/mensa/standorte-und-oeffnungszeiten/muenchen/,"Coffee Shop,Sandwich",,,,,,,,Fast Food
6354,48.1550093,11.5823606,Studentencafé Leo 11,yes,,Cafe,"Mo-Fr 08:00-22:30, Su 17:00-22:30",,,,,,,,,,,,Cafe
2064,48.1837094,11.6081745,Studentenstadt,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
13329,48.1536177,11.5531521,Studieninformation der Hochschule München,yes,,,,Tourist Information Center,,https://www.hm.edu/studienberatung,,,,,,,,,Tourist Information Center
10361,48.1116916,11.53669,Städtisches Haus für Kinder,yes,,Childcare,"Mo,Th 07:00-17:00, Fr 07:00-16:30",,,https://stadt.muenchen.de/service/info/haus-fuer-kinder-karwendelstr-44/1052697/,,,,,,,,,Childcare
5042,48.1055241,11.604681,Ständlerstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4189,48.1325626,11.5734489,SuB e.V. Schwules Kommunikations- und Kulturzentrum,yes,,Community Centre,"Mo-Th 19:00-23:00, Sa 20:00-24:00, Fr 19:00-00:00, Su 19:00-23:00",,,,,Fully Wheelchair Accessible,,,,,,,Community Centre
1593,48.1684691,11.6346598,SubInn Express München,yes,,Fast Food,"PH,Mo-Su 11:00-22:00",,,,Kebab,,,,,,,,Fast Food
392,48.1517295,11.5806459,Subway,yes,"kleine Stufe am Eingang (im E-Rolli nicht zu schaffen), kein Behinderten-WC",Fast Food,"Mo-Fr 10:00-20:00, Sa 10:00-18:00",,,,Sandwich,,,,,,,,Fast Food
6485,48.0992594,11.6533197,Sudermann Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30",,,,,,,,,,,,Pharmacy
9493,48.1961649,11.578391,Sudetendeutsche Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7792,48.1179433,11.5945816,Suhag im Waldeck,limited,,Restaurant,"Mo-Su,PH 11:30-23:00",,,,Indian,,,,,,,,Restaurant
312,48.1798572,11.593399,Suite Novotel,yes,,,,Hotel,,https://all.accor.com/hotel/5229/index.de.shtml,,Fully Wheelchair Accessible,,,,,,,Hotel
10919,48.1389164,11.5515031,Sultanahmet Köftecisi,limited,,Restaurant,"Mo-Sa 10:00-23:00, Su,PH 09:00-23:00",,,,Turkish,,,,,,,,Restaurant
1443,48.1514818,11.5414268,Sumi,limited,,Restaurant,,,,,Sushi,,,,,,,,Restaurant
7198,48.1072003,11.645043,SunnyPlus Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-18:30, Tu,Th 08:00-19:00, Sa 08:30-13:00",,,https://www.sanipep.de/in-der-albert-schweitzer-str-64/,,,,,,,,,Pharmacy
12726,48.1884945,11.5914998,Super 8 Munich City North,yes,,,,Hotel,,,,,,,,,,,Hotel
1662,48.0987677,11.5210379,Suphatra Thai-Massage,limited,Toiletten nicht behinderten gerecht,Social Facility,Mo-Sa 10:00-20:00,,,,,,,,,,,,Social Facility
11000,48.1266726,11.6418075,Supremo il Gelato,yes,,Ice Cream,"Mo-Su,PH 10:00-22:00",,,,,,,,,,,,Ice Cream
11866,48.1485449,11.5741809,Susan Boutwell Gallery,yes,,,"We-Fr 12:00-18:00, Sa 12:00-15:00",Gallery,,,,,,,,,,,Gallery
2310,48.1283792,11.5709371,Sushi + Soul,limited,,Restaurant,Su-Sa 18:00-01:00,,,https://www.sushi-soul.de/,Sushi,,,,,,,,Restaurant
10744,48.1338773,11.5953897,Sushi 38,limited,,Restaurant,,,,,,no,,,,,,,Restaurant
7687,48.1063727,11.6451539,Sushi Bistro,yes,,Fast Food,Mo-Sa 10:00-20:00,,,,Asian,,,,,,,,Fast Food
10918,48.1613372,11.5868002,Sushi Circle,yes,,Fast Food,Mo-Sa 10:00-20:00,,,,Sushi,,,,,,,,Fast Food
5768,48.1654161,11.5737925,Sushi Express,limited,,Restaurant,"Mo-Fr 11:00-15:00, 17:00-22:00, Sa-Su 17:00-22:00",,,,Asian,,,,,,,,Restaurant
6361,48.1350607,11.5776134,Sushi Magie,limited,,Restaurant,"Mo-Sa 11:30-21:30, Su,PH 12:00-21:30",,,,Asian,,,,,,,,Restaurant
6026,48.1356487,11.5422996,Sushi and Meat,limited,,Restaurant,Tu-Su 12:00-00:00,,,https://www.sushiandmeat.de/,Sushi,,,,,,,,Restaurant
5272,48.1332965,11.5924764,Sweet Basil Cafe & Deli,yes,,Cafe,Mo-Fr 11:30-14:30,,,https://www.sweetbasil.de/,,,,,,,,,Cafe
11548,48.1375685,11.4578392,Sweet Monkeys',yes,,Ice Cream,We-Su 12:00-20:00,,,https://www.sweet-monkeys.com/,,no,,,,,,,Ice Cream
6955,48.1128269,11.5401083,Sylvensteinstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
2454,48.1795472,11.570351,Synantisis,yes,,Restaurant,Tu-Su 17:00-23:00,,,https://www.synantisis.de/,Greek,,,,,,,,Restaurant
2754,48.0948394,11.5737233,Säbener Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
49,48.1272627,11.5115612,Säulingstraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
6380,48.0822095,11.5042477,Süd-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-12:30,14:30-18:30, Sa 08:30-12:30",,,https://www.sued-apotheke-solln.de/,,,,,,,,,Pharmacy
3874,48.1237094,11.5608681,Südstadt,limited,,Pub,Mo-Sa 18:00-22:00,,,,,,,,,,,,Pub
206,48.1006556,11.5665482,Südtiroler Straße,limited,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
1286,48.1458865,11.4218261,Südtiroler Stubn,limited,,Pub,,,,,,,,,,,,,Pub
7252,48.139862,11.6474895,Süskindstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
1712,48.135989,11.5783324,TEGERNSEER TAL - Bräuhaus,limited,,Restaurant,Mo-Su 09:30-24:00,,,https://www.tegernseer-tal8.com/,Regional,Fully Wheelchair Accessible,,,,,,,Restaurant
4335,48.1646892,11.5745666,THU,limited,,Restaurant,"Mo-Sa 11:30-14:30, Mo-Th, Su 18:30-23:30, Fr-Sa 18:30-01:00",,,https://www.thu-restaurant.com/,Vietnamese,,,,,,,,Restaurant
3224,48.147875,11.5679165,TU-Film,yes,,Cinema,"""Nur bei Vorstellungen, Programm auf Website""",,,https://www.tu-film.de/,,,,,,,,,Cinema
4935,48.1488833,11.5677668,TUM Universitätsbibliothek (Stammgelände),yes,,Library,"Mo-Fr 08:00-22:00, Sa,Su 09:00-22:00",,,,,,,,,,,,Library
11235,48.1332981,11.6089883,TagMond,yes,,Events Venue,,,,https://www.tagmond.de/,,,,,,,,,Events Venue
1705,48.1671613,11.6315603,Taimerhofstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
1212,48.1344894,11.5834798,Taklamakan Restaurant,yes,,Restaurant,"Mo off, Tu-Su 11:30-23:00",,,,Uighur,,,,,,,,Restaurant
11660,48.1428921,11.5780725,Tambosi Bar,limited,kein Rolli-WC,Bar,"Su-Th 07:00-01:00, Fr-Sa 07:00-03:00",,,https://tambosi-odeonsplatz.de/,,,,,,,,,Bar
704,48.1429189,11.5782954,Tambosi Hofgarten,limited,kein Rolli-WC,Cafe,"Su-Th 07:00-01:00, Fr-Sa 07:00-03:00",,,https://tambosi-odeonsplatz.de/,,,,,,,,,Cafe
11661,48.1428611,11.5781917,Tambosi Restaurant,limited,kein Rolli-WC,Restaurant,"Su-Th 07:00-01:00, Fr-Sa 07:00-03:00",,,https://tambosi-odeonsplatz.de/,,,,,,,,,Restaurant
11059,48.1223405,11.6689356,Tangcubi Asia Fusion,limited,,Restaurant,"Mo-Sa 11:30-15:00,17:30-22:30, Su closed",,,,"Asian,Vietnamese",no,,,,,,,Restaurant
2059,48.1231817,11.5402954,Tannengarten,limited,,Restaurant,"Mo-Fr 16:00+, PH,Sa-Su 12:00+",,,,Bavarian,,,,,,,,Restaurant
9631,48.1644062,11.5741716,Tante Emma,limited,,Cafe,"Mo-Su 08:30-22:00, PH 08:30-22:00",,,,,,,,,,,,Cafe
7997,48.1485418,11.6499768,Tantra,limited,,Pub,"Su-Fr 15:00-03:00, Sa 17:00-03:00",,,,,no,,,,,,,Pub
8684,48.1366998,11.5439037,Taormina,limited,,Restaurant,"Mo-Fr 11:30-14:30,18:00-23:00, Sa-Su 17:30-23:00",,,,Italian,,,,,,,,Restaurant
6894,48.1252352,11.5991771,Tap-House Munich,limited,,Restaurant,"Mo-Th 17:00-01:00, Fr-Sa 17:00-02:00, Su 15:00-23:00, Jan 01,Dec 18,Dec 24,Dec 31 off",,,https://tap-house-munich.de/de/,,no,,,,,,,Restaurant
2167,48.161291,11.5885142,Tapasita,limited,"Grenzfall: Zwar Innenraum und Terrasse ( außen ) erreichbar. ABER: Innen nur rolliuntaugliche hohe Stehtische und hohe Barhocker, i.ü. kaum Stellplatz:- Kein Rolli-WC",Restaurant,Mo-Su 11:00-01:00,,,,,,,,,,,,Restaurant
13742,48.1149541,11.5791277,Tarim Imbiss,limited,,Fast Food,"Mo-Fr 09:00-22:30, Sa 10:00-22:00",,,,,,,,,,,,Fast Food
9836,48.1089594,11.6433213,Tarish Food,yes,,Fast Food,,,,,Kebab,,,,,,,,Fast Food
308,48.1425629,11.6160212,Tassilo Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30",,,,,,,,,,,,Pharmacy
340,48.1243289,11.5961925,Tassilo da Sebastiano,yes,,Restaurant,"Mo-Fr 11:30-15:00,18:00-24:00, Sa 18:00-24:00",,,http://www.tassilo-da-sebastiano.de,Italian,no,,,,,,,Restaurant
158,48.1232444,11.5953957,Tassilogarten,limited,,Restaurant,"Su-Sa 10:00-00:00, 10:00-23:30",,,https://www.tassilogarten.de/,,,,,,,,,Restaurant
6961,48.1217396,11.5787254,Taubenstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4289,48.1449974,11.4600648,Taverna Kypros,yes,,Restaurant,"Tu-Fr 11:30-14:30,17:00-24:00, Sa 17:00-24:00, Su 11:30-14:30,17:30-24:00",,,,Greek,,,,,,,,Restaurant
8763,48.100338,11.5799306,Taverna Limani,yes,,Restaurant,"Su,PH 11:30-14:30, 17:00-01:00",,,https://taverna-limani.de/,Greek,,,,,,,,Restaurant
5126,48.1272553,11.6011597,Taverna Omonoia,limited,,Pub,Mo-Su 10:00-02:00,,,,Greek,,,,,,,,Pub
6256,48.1461218,11.4533168,Taverna Platonas,yes,,Restaurant,"Mo 11:30-14:30,17:30-23:00, We-Su 11:30-14:30,17:15-23:00, Tu off",,,,Greek,,,,,,,,Restaurant
1121,48.1966417,11.525484,Taverna Plomari,yes,,Restaurant,Tu-Su 11:00-24:00,,,,Greek,,,,,,,,Restaurant
911,48.1496142,11.5971,Taverna del Sud,limited,,Restaurant,"Mo-Su 11:30-14:30,17:30-22:00",,,,Italian,,,,,,,,Restaurant
11201,48.1221822,11.5452895,Taverne Armonia,limited,,Restaurant,"PH,Mo-Su 11:30-15:00,17:30-24:00",,,https://taverne-armonia.de/,Greek,,,,,,,,Restaurant
4032,48.0944869,11.5198609,Taverne Kyano,limited,,Restaurant,"Mo-Fr 11:30-14:30,18:00-24:00, Sa,PH 18:00-24:00, Su closed",,,https://www.kyano.eu/,Greek,no,,,,,,,Restaurant
1167,48.1171147,11.5903999,Taverne Lithos im Brecherspitz,limited,,Restaurant,"Su 12:00-20:30, Mo-Sa 16:00-20:30",,,,Greek,no,,,,,,,Restaurant
3901,48.1481146,11.5662011,Technische Universität,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
2110,48.1120134,11.5762741,Tegernseer Landstraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
6243,48.0881104,11.4793102,Tell-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:00-12:30, PH off",,,https://www.tell-apotheke.de/apotheke/willkommen.htm,,,,,,,,,Pharmacy
5955,48.1503583,11.5665156,Tenmaya,limited,,Restaurant,"Mo off, Tu-Su 11:30-14:30,17:30-22:30",,,http://tenmaya.de,"Japanese,Sushi",no,,,,,,,Restaurant
774,48.0856045,11.6743651,Terra Kreta,limited,,Restaurant,"Mo-Su 11:00-15:00, 17:00-22:00",,,https://www.terra-kreta.eu/,Greek,,,,,,,,Restaurant
4220,48.142291,11.5490752,Terrazza,yes,,Cafe,,,,,,,,,,,,,Cafe
3756,48.1385757,11.5729918,Teufelstritt,yes,Rampe nördl. Seiteneingang,,,Attraction,,,,,,,,,,,Attraction
5627,48.1426729,11.4613555,Thai Dala,yes,,Fast Food,"Mo-Su 11:00-20:00, Tu off",,,http://thai-dala.de/,Thai,,,,,,,,Fast Food
8728,48.1010855,11.5465685,Thalkirchen (Tierpark),yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7482,48.111124,11.5490991,The Brother Mill,yes,,Cafe,"Mo-Fr 07:00-18:00, Sa,Su 08:00-18:00",,,https://www.thebrothermill.com/,,,,,,,,,Cafe
3561,48.1402387,11.567716,The Grill,limited,,Restaurant,"Mo-Th 18:00-00:00, Fr, Sa 18:00-01:00",,,https://the-grill-munich.de/,Steak House,no,,,,,,,Restaurant
8886,48.1350737,11.5774185,The Kebab factory,yes,,Fast Food,,,,,,,,,,,,,Fast Food
11049,48.135874,11.5758554,The Louis Grillroom,yes,,Restaurant,Mo-Su 17:30-23:00,,,https://www.louis-hotel.com/restaurant-the-louis-grillroom,Steak House,,,,,,,,Restaurant
10094,48.1373987,11.5761065,The Royal Dolores Munich Pub,yes,"barrierefreies WC im UG, per Lift erreichbar",Bar,"Mo-Sa 15:00-01:00, Su 15:00-22:00",,,https://www.ratskeller.com/essen-trinken/the-royal-dolores-munich-pub-bar.html,,Fully Wheelchair Accessible,,,,,,,Bar
5252,48.135421,11.5985688,The Square,limited,,Restaurant,Mo-Su 11:30-22:30,,,,"Asian,Chinese,Indian,Thai",,,,,,,,Restaurant
8863,48.1640509,11.5307467,The Tribeca Café,limited,,Cafe,Mo-Su 09:00-18:00,,,http://www.tribecacafe.de/,,,,,,,,,Cafe
3169,48.134313,11.5775381,The Victorian House,limited,,Restaurant,"Mo-Sa 09:30-22:00, Su,PH 09:30-19:00",,,,British,,,,,,,,Restaurant
6111,48.1510687,11.4610872,Theater Viel Lärm um Nichts,yes,,Theatre,Tu-Su 17:30-20:30,,,https://www.theaterviellaermumnichts.de/,,Fully Wheelchair Accessible,,,,,,,Theatre
3102,48.1309451,11.5727776,Theater im Fraunhofer,limited,,Theatre,,,,https://www.fraunhofertheater.de/,,,,,,,,,Theatre
7363,48.1398462,11.5755347,Theatiner 8,yes,,Cafe,Mo-Su 10:00-20:00,,,,,Fully Wheelchair Accessible,,,,,,,Cafe
216,48.0902489,11.5568348,Theodolindenplatz,limited,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
2919,48.1728278,11.5949562,Theos,limited,,Restaurant,Mo-Su 19:00-23:00,,,https://www.pullman-hotel-muenchen.de/restaurant/,,,,,,,,,Restaurant
8410,48.0947304,11.6427164,Therese-Giehse-Allee,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
2222,48.1477924,11.5764455,Theresien Apotheke,limited,,Pharmacy,"Mo-Fr 08:30-20:00, Sa 09:00-16:00, Su,PH off",,,,,,,,,,,,Pharmacy
232,48.1515099,11.5644523,Theresienstraße,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
8411,48.135672,11.5522316,Theresienwiese,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
649,48.1217542,11.599437,Thessaloniki,yes,,Restaurant,Mo-Sa 11:00-00:00,,,https://www.thessaloniki-muenchen.de/,Greek,Fully Wheelchair Accessible,,,,,,,Restaurant
10364,48.1322915,11.6909061,Thi Minh,yes,,Restaurant,Mo-Su 10:00-23:00,,,http://www.thi-minh.de,Vietnamese,,,,,,,,Restaurant
137,48.1566478,11.5886433,Thiemestraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
3219,48.0974238,11.6444641,Thomas-Dehler-Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
3504,48.1295121,11.650778,Thomas-Hauser-Straße,yes,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
872,48.1390379,11.5911876,Thuy Trang Asia Heimservice,limited,,Fast Food,"Mo-Fr 11:00-14:30,17:00-22:30, Sa 16:00-22:30, Su 12:00-22:30",,,https://www.asiaheimservice-robertkochstrasse-muenchen.de/,Asian,,,,,,,,Fast Food
9929,48.1055915,11.538074,Tiamo Tiamo,yes,,Restaurant,,,,,,,,,,,,,Restaurant
9182,48.1343987,11.5759744,Tian Restaurant,yes,,Restaurant,"Mo-Sa 06:30-23:00, Su 00:07-11:00",,,https://www.tian-restaurant.com/,,Fully Wheelchair Accessible,,,,,,,Restaurant
7424,48.1226986,11.5931381,Tiato – Viet Deli,yes,,Restaurant,Mo-Su 11:00-23:00,,,,Vietnamese,,,,,,,,Restaurant
5312,48.2039348,11.5623731,Tiefgarage Edeka,yes,,Parking Entrance,,,,,,,,,,,,,Parking Entrance
4477,48.134557,11.5712011,Tiefgarage Oberanger,yes,,Parking,,,,,,,,,,,,,Parking
7582,48.1036407,11.5461358,Tierarzt Karin Aumüller,yes,Kleine Stufe,Veterinary,"Mo,Tu,Th,Fr 09:30-12:00, Mo-Fr 16:00-19:00, Sa 10:00-11:00",,,,,,,,,,,,Veterinary
12177,48.1803812,11.5144896,Tierarztpraxis Dr. Radka Engelhard,yes,,Veterinary,"Mo, Tu, Fr 09:00-12:30 open ""Termine nach Vereinbarung"", 16:00-18:30 open ""Termine nach Vereinbarung"", We 09:00-12:30 open ""Operationen"", Th 09:00-12:30 open ""Termine nach Vereinbarung"", 16:00-19:30 open ""Termine nach Vereinbarung"", PH off",,,,,,,,,,,,Veterinary
4531,48.1126,11.5340592,Tierarztpraxis Dr. Szober,yes,,Veterinary,"Mo,Th,Fr 09:00-13:00,15:00-18:00, Tu 11:00-13:00,15:00-20:00, We 09:00-13:00",,,https://tierarzt-sendling.de/,,,,,,,,,Veterinary
10979,48.1400145,11.507041,Tierarztpraxis Hauser,yes,,Veterinary,,,,https://www.tierarztlaim.de/,,,,,,,,,Veterinary
1162,48.1007344,11.5885594,Tierarztpraxis Heubeck,limited,,Veterinary,"Mo,We,Fr 10:00-12:00,16:00-18:00, Tu 10:00-12:00,17:00-19:00, Th 17:00-19:00, Sa 10:00-12:00",,,,,,,,,,,,Veterinary
3289,48.1544676,11.5605467,Tierarztpraxis Lill,yes,,Veterinary,"Mo 09:00-12:00,16:00-19:00, Di 09:00-12:00,15:00-18:00, Mi 09:00-12:00,16:00-19:00, Do 09:00-12:00,15:00-18:00, Fr 09:00-12:00,15:00-18:00, Sa 10:30-12:30,",,,https://lill.vet,,,,,,,,,Veterinary
3017,48.0945244,11.5523668,Tierparkrestaurant,yes,,Restaurant,Mo-Su 09:00-18:00,,,https://www.hellabrunn.de/parkbesuch/angebote-im-tierpark/zooshops-und-gastronomie,,Fully Wheelchair Accessible,,,,,,,Restaurant
12729,48.1747816,11.5859837,Timehouse München,yes,,,,Hotel,,https://www.timehouse.de/,,,,,,,,,Hotel
3798,48.1345532,11.5784013,Tini's,limited,,Pub,Tu-Sa 19:00-03:00,,,,,,,,,,,,Pub
205,48.0960853,11.5636202,Tiroler Platz,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
8263,48.1517209,11.538429,Titta's,yes,,Restaurant,,,,,Regional,,,,,,,,Restaurant
7786,48.1498062,11.5961616,Tivolistraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
8003,48.1818705,11.516625,To Nisaki,limited,,Restaurant,"Tu-Su 10:00-24:00,Mo off",,,,Greek,,,,,,,,Restaurant
3482,48.1579708,11.5442197,Tobias-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 09:00-13:00",,,,,,,,,,,,Pharmacy
1242,48.1065057,11.6970819,Togostraße,yes,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
1180,48.134197,11.5676349,Toilette für alle,yes,"Die ""Toilette für alle"" befindet sich oberirdisch in der öffentlichen WC-Anlage beim Sendlinger Tor und ist mit einem Euro-WC-Schlüssel zugängig",Toilets,,,,https://www.toiletten-fuer-alle.de/wo-wie/nc.html?tx datamintspartnerlist list%5Bpartner%5D=64&tx datamintspartnerlist list%5Baction%5D=show&tx datamintspartnerlist list%5Bcontroller%5D=Partner&cHash=e5958fa5fbce7c63bb430caa7660df11,,Fully Wheelchair Accessible,,,,,,,Toilets
11148,48.1016461,11.5528541,Toilette für alle München Tierpark,yes,"Die ""Toilette für alle"" befindet sich auf dem Parkplatz P1 Tierparkstraße (Isar.Eingang) neben dem kostenlosen Kurzzeit-Behindertenparkplatz - und ist mit einem Euro-WC-Schlüssel zugänglich",Toilets,"Apr-Sep: Mo-Th 06:00-2:00, Oct-Mar: Mo-Th 06:00-22:00, Fr-Su,PH 6:00-2:00",,,https://www.toiletten-fuer-alle.de/wo-wie/nc.html?tx datamintspartnerlist list%5Bpartner%5D=22&tx datamintspartnerlist list%5Baction%5D=show&tx datamintspartnerlist list%5Bcontroller%5D=Partner&cHash=4c9cfc561fd8150d0ea253fd2a9136c1,,Fully Wheelchair Accessible,,,,,,,Toilets
3517,48.1485122,11.5738876,Tokami,limited,,Restaurant,"Mo-Su 12:00-14:30,18:00-23:00",,,,Japanese,,,,,,,,Restaurant
3032,48.1830251,11.5326225,Tokyo,yes,,Restaurant,Mo-Sa 09:30-20:00,,,,Japanese,,,,,,,,Restaurant
1383,48.1345115,11.5851677,Tolstoi-Bibliothek,limited,,Library,,,,https://www.tolstoi.de/,,,,,,,,,Library
11041,48.171038,11.5410253,Toni-Merkens-Weg,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4040,48.1203522,11.5020855,Tonys Pizza,limited,,Fast Food,"Mo-Fr 11:00-14:00,17:00-23:00, Sa,Su,PH 12:00-23:00",,,,,,,,,,,,Fast Food
10420,48.2180619,11.6264043,Tor Ost (S0),yes,,Parking Entrance,,,,,,,,,,,,,Parking Entrance
245,48.2183049,11.6264842,Tor Ost (S1),yes,,Parking Entrance,,,,,,,,,,,,,Parking Entrance
53,48.1271504,11.5384511,Torbogen,yes,,,,Artwork,,,,,,,,,,,Artwork
1854,48.135501,11.5815897,Torbräu,yes,,,,Hotel,,https://www.torbraeu.de/,,,,,,,,,Hotel
13116,48.1007904,11.5887677,Toro Burger,limited,,Restaurant,"Mo-Fr 11:00-14:00,17:00-22:00, Sa 17:00-22:00, Su 13:00-22:00",,,,,,,,,,,,Restaurant
2728,48.1529115,11.5743095,Torros,limited,,Fast Food,Mo-Su 10:00-03:00,,,,Turkish,,,,,,,,Fast Food
3587,48.1156305,11.5797262,Tosto,limited,,Cafe,10:00-22:00,,,,Italian,,,,,,,,Cafe
7430,48.14172,11.5610123,Tourist Information,yes,,,Tu-Sa 09:00-17:00,Tourist Information Center,,,,,,,,,,,Tourist Information Center
3876,48.0801683,11.5287668,Tra Amici,limited,,Restaurant,Mo-Sa 10:00-22:00,,,,Italian,,,,,,,,Restaurant
330,48.1291433,11.5758218,Trachtenvogl Café-Lounge,limited,,Cafe,Mo-Su 09:00-22:00,,,,"Sandwich,Coffee Shop,Regional,German",,,,,,,,Cafe
4083,48.1507605,11.5364176,Traffic,limited,,Restaurant,"Tu-Fr 09:00-15:00, 19:00-23:00",,,,Sandwich,,,,,,,,Restaurant
13458,48.1297906,11.5596388,Trans*Inter*Beratungsstelle,yes,,Social Facility,"Mo,Th 13:00-15:00 open ""Telefonische Terminvereinbarung"", We 11:00-13:00 open ""Telefonische Terminvereinbarung""",,,https://www.trans-inter-beratungsstelle.de/,,,,,,,,,Social Facility
27,48.139991,11.5351608,Trappentreustraße,limited,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
7077,48.1334549,11.5345996,Trattoria Al Paladino,limited,,Restaurant,"Mo-Su 11:30-14:30, 18:00-23:00",,,http://www.alpaladino.de,Italian,,,,,,,,Restaurant
1441,48.1512564,11.540846,Trattoria Bellini,yes,,Restaurant,Tu-Su 11:30-23:00,,,http://www.trattoria-bellini.de,Italian,Fully Wheelchair Accessible,,,,,,,Restaurant
7758,48.1192304,11.551328,Trattoria Gennaro Bussone,limited,,Restaurant,Mo-Sa 12:00+,,,http://bussone.de/,Italian,,,,,,,,Restaurant
1697,48.135124,11.5229093,Trattoria Grande,yes,,Restaurant,,,,,Italian,,,,,,,,Restaurant
647,48.1207421,11.6086006,Trattoria La Palma,limited,,Restaurant,"Mo-Fr 11:30-14:00,17:00-20:00, Sa off",,,,Italian,,,,,,,,Restaurant
8025,48.1396725,11.4954813,Trattoria Lindengarten,limited,,Restaurant,,,,https://www.trattoria-lindengarten.com/,Italian,no,,,,,,,Restaurant
10312,48.0943186,11.4822643,Trattoria Tuttobene,yes,,Restaurant,Tu-Su 11:30-23:00,,,http://www.trattoria-tuttobene.de,Italian,no,,,,,,,Restaurant
831,48.1469231,11.6404019,Trattoria da Ciccio,yes,,Restaurant,Tu-Su 17:00-23:00,,,,Italian,no,,,,,,,Restaurant
2097,48.1601721,11.5820769,Trattoria da Pino,limited,"kein Rolli-WC,- Zugang von der Hohenzollernstraße her (ca. 10-20m) barrierefrei",Restaurant,"Mo-Sa 11:30-15:00, 18:00-22:30",,,https://www.dapino-muenchen.com/,Italian,,,,,,,,Restaurant
7115,48.1554433,11.5484261,Trattoria il forno,limited,,Restaurant,"Mo-Fr 11:30-22:00, Su 17:00-22:00",,,,Italian,no,,,,,,,Restaurant
11966,48.1007552,11.6442623,Traublinger's Brotliebe,yes,,Cafe,Mo-Sa 07:00-20:00,,,https://www.traublinger.de/,,,,,,,,,Cafe
2947,48.1046785,11.5867086,Traunsteiner Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
3416,48.1451701,11.5601661,Tre Stelle,yes,,Restaurant,Mo-Sa 11:00-23:00,,,,Italian,,,,,,,,Restaurant
